,customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,faixa_etaria,classificacao,pct_desconto,flag_delay,freight_rate
1105,1106,52,Sudeste,116,51106,110.48,2,30.15,5,2,2,19.39,1,2,4,6.6,0,5,2.8,Adulto,Neutro,0.27,True,0.17550687907313542
1106,1107,60,Centro-Oeste,3,51107,81.77,2,30.91,10,9,2,41.66,3,2,9,4.2,0,4,0.0,Adulto,Detrator,0.38,True,0.5094778035954506
1107,1108,64,Sudeste,87,51108,736.79,3,29.54,2,12,2,19.19,2,0,0,9.0,1,1,6.9,Idoso,Promotor,0.04,True,0.026045413211362806
1108,1109,63,Norte,114,51109,491.93,4,39.3,1,11,0,30.19,3,3,11,3.7,0,4,0.0,Idoso,Detrator,0.08,False,0.06137052019596284
1109,1110,34,Norte,109,51110,153.14,5,14.99,1,12,1,12.87,1,3,2,1.1,0,6,4.0,Adulto,Detrator,0.1,True,0.08404074702886248
1110,1111,46,Sudeste,50,51111,805.66,1,8.06,1,6,2,42.07,3,4,11,5.3,0,7,0.0,Adulto,Detrator,0.01,True,0.052218057244991685
1111,1112,53,Norte,103,51112,839.25,2,56.7,1,3,4,31.87,1,2,11,1.6,0,4,0.0,Adulto,Detrator,0.07,True,0.03797438188859101
1112,1113,52,Sul,91,51113,463.66,4,22.48,5,4,0,50.04,1,3,7,4.9,0,4,2.2,Adulto,Detrator,0.05,False,0.10792390976146313
1113,1114,21,Nordeste,87,51114,92.04,5,79.35,1,7,3,10.23,1,4,11,2.6,0,7,0.0,Jovem Adulto,Detrator,0.86,True,0.11114732724902217
1114,1115,24,Sudeste,118,51115,1110.66,5,20.14,9,6,2,31.05,3,0,5,6.0,0,2,3.8,Jovem Adulto,Detrator,0.02,True,0.027956350278212954
1115,1116,36,Norte,50,51116,625.97,5,64.98,8,9,1,40.12,2,1,11,2.6,0,3,0.5,Adulto,Detrator,0.1,True,0.06409252839592951
1116,1117,64,Sudeste,43,51117,178.47,3,26.01,6,3,0,34.23,3,3,7,6.2,0,4,2.7,Idoso,Neutro,0.15,False,0.19179694066229616
1117,1118,45,Norte,9,51118,220.56,4,21.78,2,2,2,42.22,2,0,3,5.1,0,2,5.6,Adulto,Detrator,0.1,True,0.19142183532825535
1118,1119,58,Centro-Oeste,4,51119,490.48,5,37.29,6,14,2,20.27,3,4,7,1.1,0,8,0.0,Adulto,Detrator,0.08,True,0.041326863480671994
1119,1120,39,Nordeste,111,51120,491.87,3,34.41,5,11,3,27.47,2,0,6,0.4,0,3,2.9,Adulto,Detrator,0.07,True,0.05584808994246447
1120,1121,38,Sudeste,9,51121,767.45,1,18.13,1,12,3,11.67,1,4,4,2.5,0,8,0.8,Adulto,Detrator,0.02,True,0.015206202358459833
1121,1122,22,Sudeste,73,51122,115.89,4,14.7,3,4,0,40.09,3,3,3,4.0,0,4,5.4,Jovem Adulto,Detrator,0.13,False,0.3459314867546812
1122,1123,62,Sudeste,78,51123,619.85,6,14.22,9,5,3,72.67,3,3,10,3.6,0,7,0.0,Idoso,Detrator,0.02,True,0.11723804146164395
1123,1124,66,Sudeste,78,51124,346.65,5,50.02,10,10,2,59.57,2,0,4,6.5,0,2,4.4,Idoso,Neutro,0.14,True,0.17184480023078033
1124,1125,49,Centro-Oeste,46,51125,121.59,2,6.08,8,13,2,42.14,3,0,1,7.5,0,3,6.4,Adulto,Neutro,0.05,True,0.3465745538284398
1125,1126,18,Norte,107,51126,394.49,3,36.81,2,7,2,28.61,3,1,3,7.3,0,3,4.8,,Neutro,0.09,True,0.07252401835280996
1126,1127,37,Sudeste,103,51127,281.2,1,4.7,10,13,4,30.55,3,1,7,3.5,0,3,0.9,Adulto,Detrator,0.02,True,0.10864153627311522
1127,1128,45,Sul,27,51128,700.58,6,57.29,1,13,0,6.77,3,1,2,9.8,1,2,8.1,Adulto,Promotor,0.08,False,0.009663421736275657
1128,1129,61,Sudeste,55,51129,816.09,3,14.98,11,3,3,49.61,2,3,5,2.5,0,5,0.3,Idoso,Detrator,0.02,True,0.060789863863054315
1129,1130,65,Sul,83,51130,397.15,5,6.08,11,7,1,39.49,2,0,5,8.6,1,2,5.5,Idoso,Promotor,0.02,True,0.0994334634269168
1130,1131,54,Sul,95,51131,381.97,1,55.39,9,6,1,50.44,1,0,5,5.5,0,4,5.7,Adulto,Detrator,0.15,True,0.13205225541272872
1131,1132,29,Norte,110,51132,410.46,2,7.89,11,7,1,56.66,2,2,8,5.0,0,4,2.1,Jovem Adulto,Detrator,0.02,True,0.13804024752716465
1132,1133,35,Sudeste,2,51133,288.05,4,6.01,2,3,2,51.08,2,3,4,1.5,0,6,2.8,Adulto,Detrator,0.02,True,0.17733032459642423
1133,1134,62,Nordeste,8,51134,866.54,5,67.55,1,13,2,42.33,2,2,0,6.3,0,4,6.9,Idoso,Neutro,0.08,True,0.0488494472269024
1134,1135,68,Norte,70,51135,161.54,5,3.28,2,11,3,52.24,2,3,3,0.5,0,7,1.6,Idoso,Detrator,0.02,True,0.32338739631051133
1135,1136,67,Centro-Oeste,50,51136,288.97,1,0.56,5,6,1,34.25,3,0,6,4.0,0,3,4.7,Idoso,Detrator,0.0,True,0.11852441429906217
1136,1137,22,Sul,103,51137,72.67,3,20.24,5,2,2,43.21,2,3,0,4.5,0,7,4.0,Jovem Adulto,Detrator,0.28,True,0.5946057520297234
1137,1138,48,Sudeste,77,51138,297.59,6,18.86,9,14,3,33.46,2,1,5,5.7,0,3,1.2,Adulto,Detrator,0.06,True,0.11243657380960383
1138,1139,19,Sul,20,51139,357.92,6,0.24,10,10,2,45.67,3,1,11,6.8,0,4,0.0,Jovem Adulto,Neutro,0.0,True,0.12759834599910594
1139,1140,62,Nordeste,27,51140,122.62,4,13.34,6,7,3,38.98,1,0,11,1.1,0,2,0.2,Idoso,Detrator,0.11,True,0.3178926765617354
1140,1141,26,Centro-Oeste,117,51141,649.44,3,4.71,7,2,2,42.08,1,1,11,5.3,0,3,0.0,Jovem Adulto,Detrator,0.01,True,0.06479428430647942
1141,1142,19,Sudeste,44,51142,608.86,5,31.55,10,5,4,25.96,2,1,10,2.9,0,3,0.0,Jovem Adulto,Detrator,0.05,True,0.042637059422527344
1142,1143,35,Sudeste,11,51143,100.27,5,48.12,9,11,6,38.87,1,2,6,0.0,0,4,0.0,Adulto,,0.48,True,0.38765333599281937
1143,1144,52,Nordeste,83,51144,1474.92,6,25.22,8,8,1,41.48,2,1,11,6.6,0,2,1.9,Adulto,Neutro,0.02,True,0.02812355924389119
1144,1145,61,Sul,66,51145,225.29,6,24.51,2,5,0,40.58,2,0,0,9.4,1,2,10.0,Idoso,Promotor,0.11,False,0.18012339651116338
1145,1146,42,Sudeste,1,51146,698.97,4,77.98,9,13,0,41.1,2,1,11,4.0,0,2,1.8,Adulto,Detrator,0.11,False,0.058800806901583756
1146,1147,33,Norte,71,51147,471.22,2,52.51,4,11,1,31.94,3,0,1,2.9,0,2,7.3,Adulto,Detrator,0.11,True,0.06778150333177708
1147,1148,58,Sul,45,51148,575.72,4,104.89,3,14,0,37.47,3,2,11,7.0,0,2,1.5,Adulto,Neutro,0.18,False,0.06508372125338706
1148,1149,61,Norte,23,51149,334.37,1,39.93,2,4,2,10.0,2,0,8,3.2,0,2,3.5,Idoso,Detrator,0.12,True,0.029906989263390853
1149,1150,63,Centro-Oeste,102,51150,147.8,6,12.51,3,13,3,26.47,1,0,7,2.1,0,3,2.5,Idoso,Detrator,0.08,True,0.1790933694181326
1150,1151,37,Centro-Oeste,21,51151,465.89,5,52.43,6,6,1,41.31,2,0,0,7.7,0,4,9.3,Adulto,Neutro,0.11,True,0.08866899911996395
1151,1152,21,Sul,118,51152,662.69,4,42.11,7,12,3,42.97,2,0,3,5.0,0,2,4.4,Jovem Adulto,Detrator,0.06,True,0.06484178122500717
1152,1153,49,Sul,31,51153,623.73,4,45.52,8,6,4,42.97,2,1,10,6.1,0,4,0.0,Adulto,Neutro,0.07,True,0.068891988520674
1153,1154,69,Norte,24,51154,168.78,5,38.13,10,8,1,58.82,2,0,11,7.6,0,2,1.7,Idoso,Neutro,0.23,True,0.3485010072283446
1154,1155,37,Norte,114,51155,168.86,1,49.22,1,4,1,62.68,2,3,11,4.5,0,5,0.0,Adulto,Detrator,0.29,True,0.37119507284140707
1155,1156,56,Norte,24,51156,789.15,6,7.97,11,12,2,38.52,3,2,4,4.4,0,4,3.5,Adulto,Detrator,0.01,True,0.04881201292529938
1156,1157,32,Norte,20,51157,168.52,3,2.9,2,7,0,35.22,2,3,11,3.5,0,4,0.0,Adulto,Detrator,0.02,False,0.20899596487063848
1157,1158,35,Centro-Oeste,102,51158,129.35,3,31.88,7,13,1,52.4,2,0,4,3.4,0,4,5.5,Adulto,Detrator,0.25,True,0.405102435253189
1158,1159,24,Nordeste,33,51159,267.53,1,25.33,3,5,1,44.47,1,0,11,5.3,0,2,2.7,Jovem Adulto,Detrator,0.09,True,0.16622434867117708
1159,1160,20,Centro-Oeste,15,51160,529.48,4,19.48,5,8,3,44.32,1,1,4,3.1,0,7,3.1,Jovem Adulto,Detrator,0.04,True,0.08370476694114981
1160,1161,25,Sudeste,77,51161,342.43,3,29.84,10,10,0,30.85,1,2,10,4.2,0,4,2.9,Jovem Adulto,Detrator,0.09,False,0.09009140554273866
1161,1162,46,Centro-Oeste,115,51162,770.46,6,38.04,8,8,2,32.27,2,1,8,6.4,0,4,2.4,Adulto,Neutro,0.05,True,0.041884069257326795
1162,1163,25,Centro-Oeste,42,51163,161.36,4,17.76,3,7,3,34.63,2,3,6,6.0,0,4,0.0,Jovem Adulto,Detrator,0.11,True,0.21461328705999008
1163,1164,18,Centro-Oeste,24,51164,633.66,1,37.91,11,12,3,49.09,3,3,0,1.4,0,6,4.0,,Detrator,0.06,True,0.07747056781239152
1164,1165,60,Centro-Oeste,66,51165,457.41,2,13.06,1,12,1,43.19,1,0,5,7.3,0,3,5.5,Adulto,Neutro,0.03,True,0.09442294659058612
1165,1166,38,Sul,116,51166,115.53,6,0.75,11,11,2,23.55,2,0,11,1.9,0,4,0.8,Adulto,Detrator,0.01,True,0.20384315762139704
1166,1167,56,Centro-Oeste,46,51167,104.07,2,17.14,3,4,3,24.67,3,0,8,2.4,0,3,1.8,Adulto,Detrator,0.16,True,0.23705198424137602
1167,1168,62,Sudeste,80,51168,489.05,4,89.59,2,14,1,49.71,3,2,2,5.3,0,5,6.5,Idoso,Detrator,0.18,True,0.10164604846130253
1168,1169,19,Sul,7,51169,480.57,4,1.41,9,9,2,24.39,2,0,10,6.3,0,3,0.4,Jovem Adulto,Neutro,0.0,True,0.05075223172482677
1169,1170,51,Sul,108,51170,142.86,3,28.3,4,13,0,58.16,1,2,3,3.3,0,4,6.6,Adulto,Detrator,0.2,False,0.4071118577628447
1170,1171,38,Sul,117,51171,184.42,2,21.94,5,7,2,43.18,3,1,1,5.7,0,5,5.7,Adulto,Detrator,0.12,True,0.23413946426634857
1171,1172,65,Sudeste,81,51172,212.06,2,20.22,4,14,1,23.25,2,1,6,6.7,0,2,4.0,Idoso,Neutro,0.1,True,0.10963878147694049
1172,1173,50,Sul,8,51173,124.93,3,26.82,6,5,5,60.23,1,2,2,0.2,0,5,1.8,Adulto,Detrator,0.21,True,0.48210998158969015
1173,1174,56,Centro-Oeste,1,51174,465.65,4,20.19,6,14,1,33.41,2,2,2,5.5,0,4,5.6,Adulto,Detrator,0.04,True,0.07174916782991517
1174,1175,57,Nordeste,98,51175,378.26,2,22.81,6,3,4,44.84,2,1,11,0.0,0,3,0.0,Adulto,,0.06,True,0.11854280124781898
1175,1176,24,Sudeste,1,51176,539.02,6,16.34,1,14,2,44.91,1,1,9,4.6,0,4,1.3,Jovem Adulto,Detrator,0.03,True,0.08331787317724759
1176,1177,32,Centro-Oeste,90,51177,357.3,3,3.7,10,9,4,42.53,1,0,3,2.4,0,3,2.7,Adulto,Detrator,0.01,True,0.1190316260845228
1177,1178,26,Norte,114,51178,289.45,3,7.09,5,6,2,35.55,3,1,3,1.6,0,4,4.2,Jovem Adulto,Detrator,0.02,True,0.12281913974779754
1178,1179,47,Sul,106,51179,680.72,5,21.68,7,4,2,43.0,1,2,3,1.5,0,4,4.0,Adulto,Detrator,0.03,True,0.06316840991890939
1179,1180,61,Nordeste,84,51180,83.92,4,14.2,8,4,4,40.02,2,1,11,0.8,0,5,0.0,Idoso,Detrator,0.17,True,0.47688274547187803
1180,1181,68,Norte,88,51181,134.8,3,19.03,3,6,1,51.21,1,0,3,8.4,1,1,6.8,Idoso,Promotor,0.14,True,0.3798961424332344
1181,1182,34,Norte,18,51182,256.38,4,22.47,6,10,2,3.55,1,2,10,4.7,0,4,0.6,Adulto,Detrator,0.09,True,0.01384663390280053
1182,1183,55,Norte,4,51183,714.48,4,29.19,1,7,1,70.64,2,1,0,7.6,0,3,8.6,Adulto,Neutro,0.04,True,0.09886910760273206
1183,1184,58,Norte,107,51184,426.27,5,2.55,7,11,3,54.33,3,4,10,0.0,0,8,0.0,Adulto,,0.01,True,0.12745443029066086
1184,1185,56,Norte,111,51185,421.79,5,23.64,3,3,1,26.52,3,1,6,2.6,0,4,2.8,Adulto,Detrator,0.06,True,0.06287489034827758
1185,1186,65,Norte,82,51186,534.72,3,7.53,5,5,1,54.62,2,1,7,10.0,1,2,4.1,Idoso,Promotor,0.01,True,0.10214691801316576
1186,1187,38,Norte,47,51187,446.76,4,11.34,5,11,3,58.5,2,3,1,0.0,0,8,2.0,Adulto,,0.03,True,0.13094278807413376
1187,1188,20,Sul,118,51188,96.7,6,51.72,4,6,2,32.6,3,3,4,1.9,0,7,2.3,Jovem Adulto,Detrator,0.53,True,0.33712512926577043
1188,1189,54,Nordeste,109,51189,694.73,2,6.08,10,9,4,40.84,3,3,8,4.2,0,7,0.0,Adulto,Detrator,0.01,True,0.05878542743223986
1189,1190,34,Norte,66,51190,407.43,3,3.62,4,2,2,46.36,1,5,9,0.4,0,7,0.0,Adulto,Detrator,0.01,True,0.11378641729867707
1190,1191,34,Norte,95,51191,172.0,4,14.71,10,2,4,24.84,2,2,4,3.7,0,4,0.6,Adulto,Detrator,0.09,True,0.1444186046511628
1191,1192,28,Sul,82,51192,289.1,1,36.66,6,6,2,37.6,2,1,2,6.8,0,3,5.4,Jovem Adulto,Neutro,0.13,True,0.13005880318228985
1192,1193,27,Sul,17,51193,194.67,6,10.81,3,9,1,19.84,2,0,8,7.5,0,4,2.0,Jovem Adulto,Neutro,0.06,True,0.10191606308111163
1193,1194,18,Sul,50,51194,309.37,2,40.6,10,8,1,52.17,3,3,2,10.0,1,4,4.9,,Promotor,0.13,True,0.1686330284125804
1194,1195,27,Norte,62,51195,1103.63,6,0.88,10,7,2,59.33,1,2,8,3.7,0,4,0.5,Jovem Adulto,Detrator,0.0,True,0.053758959071427914
1195,1196,42,Nordeste,27,51196,675.26,6,28.5,2,7,1,24.72,3,1,2,7.7,0,4,5.8,Adulto,Neutro,0.04,True,0.03660812131623375
1196,1197,33,Sul,30,51197,282.37,3,19.22,8,11,1,45.1,1,3,7,8.1,1,7,1.3,Adulto,Promotor,0.07,True,0.15971951694585118
1197,1198,55,Nordeste,12,51198,92.68,6,40.41,9,13,3,27.73,1,2,1,0.0,0,6,4.3,Adulto,,0.44,True,0.2992015537332758
1198,1199,49,Sul,53,51199,1009.83,3,8.92,5,4,2,55.15,3,0,7,7.3,0,1,3.0,Adulto,Neutro,0.01,True,0.054613152708871786
1199,1200,69,Sudeste,73,51200,483.66,2,20.82,10,3,3,39.08,3,1,7,2.1,0,5,0.7,Idoso,Detrator,0.04,True,0.08080056237853037
1200,1201,42,Nordeste,48,51201,1169.02,5,0.13,1,13,3,54.99,1,2,10,2.5,0,4,0.0,Adulto,Detrator,0.0,True,0.04703940052351543
1201,1202,30,Norte,13,51202,572.35,2,34.02,9,7,4,26.96,2,1,7,0.6,0,3,0.2,Jovem Adulto,Detrator,0.06,True,0.0471040447278763
1202,1203,60,Sul,108,51203,147.51,3,15.49,2,11,4,55.97,2,1,3,1.8,0,4,3.1,Adulto,Detrator,0.11,True,0.3794319029218358
1203,1204,33,Sudeste,58,51204,274.14,5,12.82,4,14,2,40.75,1,0,2,6.4,0,3,6.6,Adulto,Neutro,0.05,True,0.14864667688042607
1204,1205,67,Sul,6,51205,752.2,2,86.4,5,13,4,37.27,1,2,1,4.5,0,4,3.3,Idoso,Detrator,0.11,True,0.0495479925551715
1205,1206,58,Centro-Oeste,86,51206,1276.13,4,87.36,8,3,3,21.05,2,5,10,0.0,0,8,0.0,Adulto,,0.07,True,0.016495184659870075
1206,1207,37,Sudeste,61,51207,141.37,5,48.13,11,11,0,30.74,2,0,2,8.7,1,0,8.1,Adulto,Promotor,0.34,False,0.21744358774846145
1207,1208,45,Sudeste,65,51208,378.77,6,50.4,2,9,4,24.48,2,1,10,1.2,0,5,0.0,Adulto,Detrator,0.13,True,0.06463025054782587
1208,1209,25,Sudeste,22,51209,549.08,1,27.15,7,13,1,13.41,2,3,9,6.6,0,5,0.7,Jovem Adulto,Neutro,0.05,True,0.02442267064908574
1209,1210,48,Centro-Oeste,113,51210,592.69,4,38.79,9,4,0,37.25,2,1,2,5.5,0,3,7.8,Adulto,Detrator,0.07,False,0.06284904418836153
1210,1211,45,Sudeste,60,51211,269.19,6,75.68,6,13,2,25.43,3,2,6,5.1,0,6,3.6,Adulto,Detrator,0.28,True,0.09446859095805936
1211,1212,46,Sul,75,51212,319.81,4,23.55,2,5,3,37.66,1,2,2,4.7,0,4,2.4,Adulto,Detrator,0.07,True,0.1177574184672149
1212,1213,59,Centro-Oeste,59,51213,191.56,1,2.93,3,9,3,40.13,2,2,9,0.7,0,8,0.0,Adulto,Detrator,0.02,True,0.20949049906034664
1213,1214,51,Sul,117,51214,274.65,3,15.97,1,6,3,39.41,1,0,5,5.3,0,3,4.0,Adulto,Detrator,0.06,True,0.14349171673038413
1214,1215,54,Centro-Oeste,65,51215,600.72,3,11.79,11,11,1,48.42,1,4,9,3.4,0,6,0.0,Adulto,Detrator,0.02,True,0.08060327606871753
1215,1216,59,Sudeste,9,51216,126.96,5,9.42,5,2,2,36.17,2,1,4,1.9,0,6,3.9,Adulto,Detrator,0.07,True,0.284892879647133
1216,1217,37,Centro-Oeste,41,51217,58.54,4,18.08,9,14,3,59.89,2,1,11,1.2,0,3,0.0,Adulto,Detrator,0.31,True,1.023061154765972
1217,1218,22,Norte,84,51218,617.18,1,4.37,5,6,4,31.01,3,0,9,4.5,0,3,0.0,Jovem Adulto,Detrator,0.01,True,0.05024466120094625
1218,1219,44,Sudeste,113,51219,537.11,2,7.91,8,12,2,48.0,3,0,4,6.0,0,1,5.5,Adulto,Detrator,0.01,True,0.08936716873638546
1219,1220,54,Sudeste,50,51220,402.0,5,2.08,1,12,1,22.27,1,2,10,3.4,0,5,0.7,Adulto,Detrator,0.01,True,0.05539800995024875
1220,1221,54,Sul,77,51221,247.08,6,6.83,3,12,3,50.98,1,0,9,5.8,0,2,0.8,Adulto,Detrator,0.03,True,0.2063299336247369
1221,1222,48,Norte,74,51222,315.47,5,11.57,6,5,4,15.39,1,2,3,0.0,0,8,2.8,Adulto,,0.04,True,0.04878435350429518
1222,1223,50,Nordeste,108,51223,45.74,6,22.62,8,9,0,34.54,2,0,3,8.7,1,1,7.4,Adulto,Promotor,0.49,False,0.7551377350240489
1223,1224,65,Sudeste,113,51224,283.62,6,133.64,8,4,1,28.63,1,2,11,5.5,0,5,0.0,Idoso,Detrator,0.47,True,0.1009449263098512
1224,1225,49,Sudeste,8,51225,350.65,4,29.65,9,14,1,42.95,3,4,8,2.7,0,6,0.0,Adulto,Detrator,0.08,True,0.12248681020961073
1225,1226,34,Norte,114,51226,782.53,1,39.61,10,12,4,38.27,1,1,10,3.2,0,3,0.0,Adulto,Detrator,0.05,True,0.04890547327259019
1226,1227,60,Nordeste,41,51227,484.08,3,13.24,11,11,5,28.93,1,0,0,0.7,0,2,4.6,Adulto,Detrator,0.03,True,0.05976284911584862
1227,1228,40,Nordeste,88,51228,526.18,6,19.12,2,9,2,46.66,3,1,3,6.1,0,3,4.6,Adulto,Neutro,0.04,True,0.08867687863468775
1228,1229,65,Sudeste,60,51229,761.74,3,75.54,3,11,1,47.38,2,3,9,2.1,0,6,0.0,Idoso,Detrator,0.1,True,0.062199700685273196
1229,1230,62,Centro-Oeste,117,51230,1360.73,1,7.89,11,10,1,27.89,3,1,8,6.2,0,2,2.9,Idoso,Neutro,0.01,True,0.020496351223240467
1230,1231,58,Centro-Oeste,33,51231,125.78,6,42.94,11,7,1,43.77,1,1,6,4.7,0,4,3.0,Adulto,Detrator,0.34,True,0.3479885514390205
1231,1232,54,Sul,103,51232,238.92,4,28.67,6,9,3,40.98,3,1,11,2.5,0,3,0.0,Adulto,Detrator,0.12,True,0.17152184831742842
1232,1233,34,Sul,88,51233,657.32,2,8.93,8,8,1,48.25,3,1,1,4.5,0,3,7.4,Adulto,Detrator,0.01,True,0.07340412584433761
1233,1234,65,Norte,104,51234,235.09,3,0.25,3,10,2,40.49,2,0,8,4.8,0,4,3.2,Idoso,Detrator,0.0,True,0.17223191118295123
1234,1235,35,Centro-Oeste,84,51235,155.1,5,27.87,6,11,3,35.1,1,3,5,0.0,0,5,1.1,Adulto,,0.18,True,0.22630560928433271
1235,1236,31,Sul,108,51236,544.72,4,13.02,3,12,4,40.15,3,1,0,5.3,0,3,5.1,Adulto,Detrator,0.02,True,0.0737075928917609
1236,1237,33,Sudeste,8,51237,400.55,6,57.85,7,14,1,28.47,3,0,1,9.1,1,2,8.8,Adulto,Promotor,0.14,True,0.07107726875546123
1237,1238,41,Nordeste,46,51238,860.86,6,41.13,5,3,1,16.81,1,0,7,7.4,0,2,4.1,Adulto,Neutro,0.05,True,0.01952698464326371
1238,1239,56,Sudeste,57,51239,573.51,4,5.3,1,13,3,25.77,1,0,1,6.6,0,2,6.0,Adulto,Neutro,0.01,True,0.044933828529581
1239,1240,20,Nordeste,95,51240,528.58,5,64.36,8,12,1,45.03,1,0,4,6.6,0,2,5.8,Jovem Adulto,Neutro,0.12,True,0.08519051042415528
1240,1241,30,Sul,119,51241,453.92,6,7.3,1,5,1,8.82,3,2,1,5.5,0,4,5.5,Jovem Adulto,Detrator,0.02,True,0.01943073669369052
1241,1242,56,Norte,59,51242,349.58,4,55.15,4,7,0,11.21,3,2,5,4.2,0,3,5.3,Adulto,Detrator,0.16,False,0.03206705189084044
1242,1243,38,Norte,12,51243,347.19,3,22.72,8,5,4,40.81,1,1,10,0.2,0,3,0.0,Adulto,Detrator,0.07,True,0.11754370805610762
1243,1244,36,Nordeste,49,51244,665.28,2,2.1,3,11,3,28.25,1,1,3,2.6,0,5,3.9,Adulto,Detrator,0.0,True,0.04246332371332372
1244,1245,33,Sul,63,51245,245.88,5,19.49,5,8,0,50.74,2,2,11,4.7,0,3,0.8,Adulto,Detrator,0.08,False,0.20636082641939157
1245,1246,45,Nordeste,118,51246,204.15,2,23.56,5,13,4,25.72,3,0,8,2.6,0,3,0.8,Adulto,Detrator,0.12,True,0.12598579475875582
1246,1247,22,Sudeste,47,51247,316.46,4,1.07,5,5,1,40.61,3,2,1,2.8,0,5,5.9,Jovem Adulto,Detrator,0.0,True,0.12832585476837516
1247,1248,25,Norte,12,51248,231.77,6,12.91,2,7,3,55.79,3,1,10,4.8,0,5,0.3,Jovem Adulto,Detrator,0.06,True,0.2407127755964965
1248,1249,32,Sul,19,51249,810.51,3,22.57,9,9,1,50.4,3,2,3,3.9,0,8,4.5,Adulto,Detrator,0.03,True,0.062183069918939925
1249,1250,26,Sudeste,104,51250,455.29,6,3.5,6,6,1,41.01,3,2,4,5.9,0,4,2.6,Jovem Adulto,Detrator,0.01,True,0.09007445803773419
1250,1251,35,Nordeste,50,51251,264.52,6,7.37,6,13,3,40.89,3,1,2,5.8,0,5,4.8,Adulto,Detrator,0.03,True,0.15458188416754878
1251,1252,37,Norte,22,51252,190.65,1,26.6,10,2,0,29.47,2,1,5,9.4,1,3,5.6,Adulto,Promotor,0.14,False,0.15457644899029635
1252,1253,53,Sul,32,51253,163.46,4,0.72,8,12,3,47.89,3,2,10,5.3,0,5,0.0,Adulto,Detrator,0.0,True,0.2929768750764713
1253,1254,62,Sudeste,29,51254,791.34,1,11.14,6,8,3,34.48,3,0,0,6.5,0,3,6.6,Idoso,Neutro,0.01,True,0.043571663254732475
1254,1255,61,Nordeste,77,51255,548.28,4,6.97,8,10,4,23.73,2,0,9,1.6,0,5,0.1,Idoso,Detrator,0.01,True,0.04328080542788357
1255,1256,43,Norte,88,51256,903.68,5,0.12,11,9,3,30.17,2,3,7,1.5,0,7,0.2,Adulto,Detrator,0.0,True,0.03338571175637394
1256,1257,19,Centro-Oeste,95,51257,58.63,2,2.52,3,2,1,35.3,2,2,1,6.5,0,3,5.7,Jovem Adulto,Neutro,0.04,True,0.6020808459832849
1257,1258,55,Sudeste,93,51258,220.2,5,10.85,10,10,2,30.35,2,1,0,9.3,1,3,6.7,Adulto,Promotor,0.05,True,0.13782924613987285
1258,1259,23,Centro-Oeste,7,51259,129.37,3,15.75,10,13,1,27.37,3,2,9,5.6,0,5,2.3,Jovem Adulto,Detrator,0.12,True,0.21156373193166886
1259,1260,20,Norte,62,51260,589.07,3,66.27,6,5,1,39.73,1,3,4,5.8,0,7,3.7,Jovem Adulto,Detrator,0.11,True,0.06744529512621589
1260,1261,38,Norte,11,51261,114.59,2,1.45,11,12,0,38.63,2,0,4,6.8,0,0,7.1,Adulto,Neutro,0.01,False,0.33711493149489485
1261,1262,40,Norte,86,51262,172.68,1,39.48,2,10,1,29.51,1,2,6,5.1,0,6,4.3,Adulto,Detrator,0.23,True,0.17089413944869122
1262,1263,43,Sudeste,70,51263,370.23,5,7.61,8,14,1,40.56,1,4,11,1.9,0,6,0.0,Adulto,Detrator,0.02,True,0.10955352078437727
1263,1264,66,Norte,101,51264,124.16,4,63.86,5,14,3,28.93,1,2,2,1.8,0,5,4.2,Idoso,Detrator,0.51,True,0.23300579896907217
1264,1265,39,Sul,73,51265,256.69,5,41.81,11,3,3,27.06,2,0,5,3.6,0,3,3.2,Adulto,Detrator,0.16,True,0.10541898788421832
1265,1266,37,Norte,48,51266,240.5,2,11.92,4,3,1,61.87,2,3,8,3.1,0,8,0.6,Adulto,Detrator,0.05,True,0.2572557172557172
1266,1267,62,Sul,49,51267,37.17,5,52.52,6,9,3,26.22,1,1,8,4.3,0,3,0.4,Idoso,Detrator,1.41,True,0.7054075867635189
1267,1268,47,Centro-Oeste,15,51268,421.96,5,119.39,1,4,1,59.63,1,0,2,0.4,0,2,6.7,Adulto,Detrator,0.28,True,0.1413167124845957
1268,1269,49,Sul,111,51269,652.4,6,12.79,8,3,5,38.21,1,1,8,0.2,0,5,0.0,Adulto,Detrator,0.02,True,0.0585683629675046
1269,1270,65,Nordeste,46,51270,87.36,5,1.62,8,14,1,35.57,2,1,6,6.2,0,5,3.8,Idoso,Neutro,0.02,True,0.4071657509157509
1270,1271,19,Norte,43,51271,97.04,4,2.59,2,12,2,43.71,2,0,2,6.9,0,1,7.1,Jovem Adulto,Neutro,0.03,True,0.4504328112118714
1271,1272,65,Nordeste,6,51272,348.48,3,123.3,6,14,2,46.72,3,1,7,7.0,0,2,3.0,Idoso,Neutro,0.35,True,0.13406795224977042
1272,1273,57,Sul,79,51273,411.73,5,25.22,1,3,2,32.77,2,0,5,5.7,0,4,4.4,Adulto,Detrator,0.06,True,0.07959099409807398
